2018Rank,City,State,2018Estimate,2010Census,Change,2016LandAreaMi,2016LandAreaKm,2016PopulationDensityMi,2016PopulationDensityKm,latitude,longitude,FIPS Code,summary
273,Lakeland,Florida,110516,97422,+13.44%,65.9 sq mi,170.7 km2,1615/sq mi,624/km2,280320,815718,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US1238250,"Because Lakeland is the largest city on Interstate 4 between Tampa and Orlando, the city is an important transportation hub.The 28 elementary schools, seven middle schools, five traditional high schools, and three magnet-choice high schools in the Lakeland area are run by the Polk County School Board.The first Paleo-Indians reached the central Florida area near the end of the last ice age, as they followed big game south.Although citrus is no longer the largest industry in the area, it still plays a large part in the economy of Lakeland and Polk County.The city also has several historic districts that have many large buildings built during the 1920s and 1940s.In 2009 Gow Fields was the first African-American mayor to be elected as the city's mayor.In 1913, the Wolfson family arrived from Lithuania and became the first Jewish settlers to the area."
274,Gresham,Oregon,110158,105594,+4.32%,23.3 sq mi,60.3 km2,4786/sq mi,1848/km2,453008,1222630,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US4131250,"The mayor and city council are elected to be the legislative and policy-making body for the city.The council appoints a city manager who is responsible for the daily operations of the city.Mount Hood Community College is also located in Gresham, and is the only college located within the city limits.Gresham is located twelve miles from downtown Portland; the dividing line between Portland and Gresham's city limits is at SE 162nd Avenue.The city is located roughly seventy miles east of the Oregon Coast.As of 2000 the median income for a household in the city was $43,442, and the mean income for a family was $51,126.There are numerous parks in Gresham, such as Main City Park, located near downtown Gresham."
275,Richmond,California,110146,103701,+6.21%,30.1 sq mi,78.0 km2,3648/sq mi,1409/km2,375708,1222138,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US0660620,"The city has eight cannabis dispensaries, and although the city has passed legislation approving them and has legalized their presence, city management does not accept their legality.The city's old rundown commercial district along Macdonald has been designated the city's ""Main Street District"" by the state of California.The city sits on 32 miles (51 km) of waterfront, more than any other city in the Bay Area.The plan had been opposed by the vice-mayor and some members of the city council, who said it would ""compromise"" the city's finances.The city of Richmond has eight community centers which are located within city parks.Point Richmond was originally the commercial hub of the city, but a new downtown arose in the center of the city.As of the 2010 U.S. Census, the city's population is at 103,710, making it the second largest city in the United States named Richmond."
276,Billings,Montana,109550,104170,+5.16%,43.7 sq mi,113.2 km2,2525/sq mi,975/km2,454719,1083300,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US3006550,"In 2009, Fortune Small Business magazine named Billings the best small city in which to start a business.The city is experiencing rapid growth and a strong economy; it has had and is continuing to have the largest growth of any city in Montana.The south side of Billings is probably the oldest residential area in the city, and it is the city's most culturally diverse neighborhood.The city's rapidly growing health care sector employed nearly 13,000 people in 2012; they earned $641 million in wages, or about 20 percent of all wages in the city.The Heights, defined as the area of the city northeast of the Metra, is predominantly residential, and a new school was recently constructed to accommodate growth in the neighborhood.When the railroad came to the area, Coulson residents were sure the town would become the railroads hub and Coulson would soon be the Territories largest city.Development of business parks and large residential developments on the city's west end, South Hills area, Lockwood, and the Billings Heights were all part of the 1990s."
277,Inglewood,California,109419,109673,−0.23%,9.1 sq mi,23.6 km2,12160/sq mi,4700/km2,335722,1182039,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US0636546,":55 Center Park School of Los Angeles became part of the Inglewood School District in 1961 when its area (Crenshaw-Imperial) was annexed to the city.Century Park Elementary School on Spinning Ave., although fully within Inglewood city limits, is actually part of the L.A. school district.But in that year, only one of the city's five City Council members was Latino, Jose Fernandez.Twenty-nine percent of the city's population were foreign-born, compared to 13 percent in the nation as a whole.On July 1, 1954, the Inglewood elementary school district withdrew from the Centinela Valley district, becoming a unified school district.Public charter schools include: Private schools include: See also In 1888, a school district was organized, trustees were elected and a building was chosen.Inglewood has the highest percentage of registered Democrats of any city in California, with 75.6 percent of its 48,615 voters registered in May 2009 as Democrats."
278,Broken Arrow,Oklahoma,109171,98850,+10.44%,61.7 sq mi,159.8 km2,1741/sq mi,672/km2,360211,954652,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US4009050,"The day-to-day operations of the city is run by the city manager who reports directly to the city council.The city's chamber of commerce also has a website, which contains information about the chamber and economic development in the city.A number of new commercial developments are being built throughout the city, most notably along Oklahoma State Highway 51, which runs through the city.In 2005, the city adopted a downtown revitalization master plan to help revive the city's historic downtown area.The city council consists of five members with four members are elected from the four city wards with the fifth member as an at-large member.It displays, among other things, information about the city government, upcoming events, and general information about the city.The city's newspaper, the Broken Arrow Ledger, started within a couple of years of the city's founding."
279,Sandy Springs,Georgia,108797,93853,+15.92%,37.7 sq mi,97.6 km2,2804/sq mi,1083/km2,335553,842207,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US1368516,"The city will still outsource a number of services, including the city attorney’s office, as well as security, street sweeping and ambulance services.The city's public works department has made significant improvements in the conditions of roads and traffic signals since incorporation in December 2005.The city's police force and fire department began service in 2006.Many residents of unincorporated and less-developed south Fulton County strongly opposed incorporation, fearing the loss of tax revenues which fund county services.Efforts to incorporate Sandy Springs began in 1966, in response to attempts by the city of Atlanta to annex this unincorporated area of North Fulton County.Services not outsourced include police, fire-rescue, and city management.According to a 2008 estimate, the median income for a household in the city was $106,240, and the median income for a family was $129,810."
280,Jurupa Valley,California,108393,0,,42.9 sq mi,111.1 km2,2414/sq mi,932/km2,340009,1172803,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US0637692,"Residents of the area had previously voted on incorporation in 1992; however, voters rejected it as well as a competing ballot measure that would have incorporated Mira Loma.A small portion of the city is located in 42nd Congressional District, represented by Republican Ken Calvert.The city of Jurupa Valley covers approximately 43.5 square miles (113 km2), and has an estimated population of 106,028.Also, Jurupa Valley/Pedley station (formerly Pedley Station) is served by Metrolink, and the city is served by Ontario International Airport.Jurupa Valley is located north and west of the Santa Ana River, south of the Riverside-San Bernardino County line, and east of Interstate 15.In the House of Representatives, the vast majority of Jurupa Valley is part of the 41st Congressional District, represented by Democrat Mark Takano.According to the United States Census Bureau, as of July 1, 2017, the estimated population was 106,028."
281,Hillsboro,Oregon,108389,91611,+18.31%,25.0 sq mi,64.7 km2,4207/sq mi,1624/km2,453141,1225609,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US4134100,"In 1913, the city built its own water system, and the first library, Carnegie City Library, opened in December 1914.Hospital services in the city are provided by Tuality Community Hospital in the downtown area of the city.Government functions are centered at the Hillsboro Civic Center, which houses the office of the city manager and is the location of the twice-monthly city council meetings.Hillsboro has a council–manager government consisting of a city manager and a city council headed by a mayor.Air travel is available at the Hillsboro Airport in the center of the city and at Stark's Twin Oaks Airpark, a general aviation field south of the city.The city's first fire department was a hook and ladder company organized in 1880 by the board of trustees (now city council).The mayor and council appoint a city manager to conduct the ordinary business of the city."
282,Waterbury,Connecticut,108093,110366,−2.06%,28.5 sq mi,73.8 km2,3799/sq mi,1467/km2,413331,730212,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US0980000,"CT Transit operates a significant number of city buses running from the city center at Exchange Place to various neighborhoods in the city.According to the city's 2010 Comprehensive Annual Financial Report, the top employers in the city are: Waterbury has about 52,000 registered voters, of whom about 24,000 are Democrats.The successors to Philip Giordano, former acting mayor Sam Caligiuri (2001) and former mayor Michael Jarjura (2001–2011) managed the city without major controversy since 2001.The State Oversight Board oversaw city business for several years and have since left following consecutive years of balanced budgets.In Waterbury, 36.8% of the child population age 0–17, or 9,984 children in the city, lived below the poverty line, compared to 14% statewide.In Waterbury, 24.2% of the population, or 26,122 residents of the city, lived below the poverty line, compared to 10.5% statewide.New York Mayor Fiorello H. La Guardia helped campaign for its passage, having backed similar reforms in his own city in 1936."
283,Santa Maria,California,107408,99553,+7.89%,22.8 sq mi,59.1 km2,4662/sq mi,1800/km2,345600,1202638,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US0669196,"By 1957 there were 1,775 oil wells in operation in the Santa Maria Valley, producing more than $640 million worth of oil.In recent years, other industries have been added to the city's agricultural and retail mix, including: aerospace; communications; high-tech research and development; energy production; military operations; and manufacturing.46,463 people (46.7% of the population) lived in owner-occupied housing units and 52,083 people (52.3%) lived in rental housing units.In 1902, Union Oil discovered the large Orcutt Oil Field in the Solomon Hills south of town, and a number of smaller companies also began pumping oil.Its estimated 2018 population was 108,470, making it the most populous city in the county and the Santa Maria-Santa Barbara, CA Metro Area.According to the 2000 census, there were 77,423 people, 22,146 households, and 16,653 families residing in the city.The median income for a household in the city was $51,739, and the median income for a family was $48,233."
284,Boulder,Colorado,107353,97385,+10.24%,24.8 sq mi,64.2 km2,4358/sq mi,1683/km2,400137,1051507,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US0807850,"The city's Open Space and Mountain Parks department manages approximately 8,000 acres of protected forest land west of the city in accordance with a 1999 Forest Ecosystem Management Plan.The city offers a route-finding website that allows users to map personalized bike routes around the city.Arapahoe Glacier provides water for the city, along with Boulder Creek, which flows through the center of the city.The city is now well known for its grade-separated bicycle and pedestrian paths, which are integrated into a network of bicycle lanes, cycle tracks, and on-street bicycle routes.There are also climbing routes available in the city open space, including climbing routes of varying difficulty on the Flatirons themselves (traditional protection).Since Boulder has operated under residential growth control ordinances since 1976, the growth of employment in the city has far outstripped population growth.The HOP, SKIP, JUMP, Bound, DASH and Stampede routes run throughout the city and connect to nearby communities with departures every ten minutes during peak hours, Monday-Friday."
285,Greeley,Colorado,107348,92889,+15.57%,47.8 sq mi,123.8 km2,2176/sq mi,840/km2,402455,1044611,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US0832155,"In addition, the city's proximity to the Rocky Mountains and lower elevation, compared to the mountains west of the city, result in less precipitation and fewer thunderstorms.The age distribution shows 68,936 residents are age 18 and older and 23,953 residents are under 18 years of age.The median income for a household in the city was $44,226, and the median income for a family was $55,277.Greeley is located in (or just west of) the area previously occupied by the Overland Trail station of Latham (originally called the Cherokee City Station).Greeley is a sister city to Moriya, a city located in Japan's Ibaraki Prefecture.Out of 33,427 total households, 21,250 (63.3%) were family households where at least one member of the household was related to the householder by birth, marriage, or adoption.12,177 (36.4%) households were non-family households consisting of people living alone and households which did not have any members related to the householder."
286,Daly City,California,107008,101123,+5.82%,7.6 sq mi,19.7 km2,14009/sq mi,5409/km2,374203,1222754,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US0617918,"Bayshore, the easternmost neighborhood of Daly City, was once an incorporated city, Bayshore City, until being annexed to Daly City in 1963.58,239 people (57.6% of the population) lived in owner-occupied housing units and 42,203 people (41.7%) lived in rental housing units.Daly City has two high schools: Westmoor High School and Jefferson High School, plus a continuation school, Thornton High School and an adult school, Jefferson Adult Education.Giammona Pool and Jefferson Pool are two public indoor swimming pools that provide swimming lessons, aquatic recreation, and host local swimming related organizations including the Daly City Dolphins. Daly City (/ˈdeɪli/) is the largest city in San Mateo County, California, United States, with an estimated 2014 population of 106,094.Several neighborhoods associated with Daly City lie outside of its city limits.The population density was 15,703.8 people per square mile (7,292.1/km²), making it among the most densely populated cities in the country."
287,Meridian,Idaho,106804,75092,+42.23%,29.8 sq mi,77.2 km2,3584/sq mi,1384/km2,433651,1162356,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US1652120,"The city is crossed by several irrigation canals that generally run from the south east to the north west.In the older section of the city, there are numbered streets up to 15th street to the west and up to 5th street to the east.With a 2018 non-census population estimate of 106,410 and a 1,000 percent increase in population since 1990, the city is currently estimated as the second largest in the state.Many residents identify which section of the city they live in by the closest intersection of major roads that are generally laid out in square miles.Roads with a north prefix are north of Franklin Road (which runs east and west).Roads with a west prefix are west of Meridian Road (which runs north and south).There is a low bench along the south east edge of the city."
288,Lewisville,Texas,106586,95290,+11.85%,36.7 sq mi,95.1 km2,2852/sq mi,1101/km2,330248,965854,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US42508,"The city's municipal government, led by a nonpartisan city council, focuses its recreational and cultural investments on facilities such as Toyota of Lewisville Park and the MCL Grand Theater.Farm to Market Road 1171, known in the city as Main Street, runs east–west across the middle part of the city from Business Highway 121 to Interstate 35W.Since 1963, the City of Lewisville has operated as a home rule city with a council–manager style of municipal government.In 2011, the Lewisville City Council designated the Lewisville portion of Neighborsgo, a weekly section of The Dallas Morning News, as the city's official newspaper of record.The City of Lewisville operates public recreation facilities, including parks, two recreation centers, and approximately 14 miles (23 km) of trails.In the early 1990s, the Lewisville Chamber of Commerce marketed the city with the slogan ""City of Expanding Horizons"".In March 2012, the Park Board began reviewing a new master plan to address the next ten years of park development in the city."
289,Davie,Florida,106558,91992,+15.83%,34.9 sq mi,90.4 km2,2919/sq mi,1127/km2,260445,801706,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US1216475,"The median income for a household in the town was $47,014, and the median income for a family was $56,290.In 1916, the people of the town were so grateful they renamed the town after him.About 6.9% of families and 9.8% of the population were below the poverty line, including 10.3% of those under age 18 and 7.1% of those age 65 or over.22.3% of all households were made up of individuals and 6.3% had someone living alone who was 65 years of age or older.Davie has always had a reputation as a ""Western"" town, with many earlier buildings having ""Wild West"" architecture.This provoked an outpouring of community support which persuaded the family to remain, insisting that ""never would they see anti-Semitism like that again.""The Davie School was the first permanent school in the Everglades and is now Broward County's oldest existing school building."
290,West Covina,California,106311,106098,+0.20%,16.0 sq mi,41.4 km2,6740/sq mi,2600/km2,340321,1175436,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US0684200,"The first Redevelopment Agency project included a regional shopping center, the West Covina Fashion Plaza, with three major department stores and 150 shops in an air-conditioned, enclosed mall.South Hills High School, Traweek Middle School, and Mesa Elementary School are within the city limits of West Covina, but are administered by CVUSD.The 43-acre (170,000 m2) site commercial development has over 300,000 square feet (28,000 m2) of new high quality commercial retail space.70,474 people (66.4% of the population) lived in owner-occupied housing units and 34,950 people (32.9%) lived in rental housing units.Eastland is two levels, with parking for the lower level on south side of the center and parking for the upper level on the north side.West Covina was incorporated as an independent city in 1923 to prevent the city of Covina from building a sewage farm in the area.The McIntyre Square is an existing shopping center on Citrus Avenue that consists of 60,470 square feet (5,618 m2) of retail and restaurant space on 6.37 acres (25,800 m2)."
291,League City,Texas,106244,83560,+27.15%,51.2 sq mi,132.6 km2,1992/sq mi,769/km2,292924,950633,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US4841980,"In July 2013 the financial website NerdWallet named League City the best city in Texas for people looking for jobs.Clear Creek Independent School District is based in League City, and serves pupils in the Harris County portion and most of the Galveston County portion.League City is a city in Galveston County, Texas, within the Greater Houston metropolitan area.Ed White Memorial High School is a state charter school in League City.The administrator’s position does not carry the authority of a city manager under a council manager form of government.The City's charter is purported to be a strong mayor form of government, but this issue has been debated for years.Between 2000 and 2005, League City surpassed Galveston as Galveston County's largest city."
292,Tyler,Texas,105729,96900,+9.11%,56.6 sq mi,146.6 km2,1852/sq mi,715/km2,321902,951821,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US4874144,"Tyler is also home to two reformed Baptist churches, Sylvania Church and Living Acts Church, both of which are located in the south Tyler area.The company's main distribution center is located in south Tyler, while SouthWest Foods, a subsidiary that processes dairy products, is located just northeast of the city.Tyler State Park, located a few miles North of the city limits, attracts visitors with opportunities to camp, canoe, and paddle boat on the lake.There is also an ""Azalea Trail"" in Tyler, which consists of two officially designated routes within the city that showcase homes or other landscaped venues adorned with azalea shrubs.ADA compliant paratransit service is provided to all origins and destinations within the service area defined as the city limits of Tyler.The city's largest church, Green Acres Baptist Church, is located on Troup Highway in southeast Tyler.The City of Tyler paratransit service is a shared-ride, public transportation service."
293,Norwalk,California,105120,105549,−0.41%,9.7 sq mi,25.1 km2,10946/sq mi,4226/km2,335427,1180501,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US0652526,"The structure of the management and coordination of city services is: Norwalk is a contract city, in which the Los Angeles County Sheriff's Department provides police services.70,180 people (66.5% of the population) lived in owner-occupied housing units and 33,754 people (32.0%) lived in rental housing units.About 9.5% of families and 11.9% of the population were below the poverty line, including 14.8% of those under age 18 and 7.6% of those age 65 or over.3,417 households (12.6%) were made up of individuals and 1,631 (6.0%) had someone living alone who was 65 years of age or older.12.7% of all households were made up of individuals and 5.8% had someone living alone who was 65 years of age or older.The median income for a household in the city was $46,047, and the median income for a family was $47,524.According to the City's 2013 Comprehensive Annual Financial Report, the top employers in the city are: Norwalk is home to Cerritos College."
294,San Mateo,California,105025,97207,+8.04%,12.1 sq mi,31.3 km2,8592/sq mi,3317/km2,373337,1221838,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US0668252,"It was located 9 miles south of Clarks Station in what is now San Bruno and 9 miles north of the next station at Redwood City.The downtown also contains many large and small multi-story office buildings, apartments, government buildings and Mills Medical Center, making the area a busy employment center day and night.There are also three private high schools: one all-male Catholic high school, Junípero Serra, one all-female Catholic high school, Notre Dame, and the Nueva Upper School.It is being redeveloped into a large mixed-use development which will include hundreds of new residential units, office space, retail space and acres of parks including a town square.The City of San Mateo operates three libraries within the city.San Mateo is located near three major airports including San Francisco International Airport seven miles to the north.Of the population, 50,951 people (52.4%) lived in owner-occupied housing units and 44,940 people (46.2%) lived in rental housing units."
295,Green Bay,Wisconsin,104879,104057,+0.79%,45.4 sq mi,117.6 km2,2316/sq mi,894/km2,443115,875903,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US5531000,"It operates twenty-five elementary schools, two K-8 schools, four middle schools, four high schools, and one alternative school in the city and surrounding area.Green Bay is the third-largest city in the state of Wisconsin, after Milwaukee and Madison, and the third-largest city on Lake Michigan's west shore, after Chicago and Milwaukee.Two of the city's high schools, East High School and West High School, have Wisconsin's longest consecutively-played high school football rivalry, played since 1905.Congregation Cnesses Israel Temple, serving the area's Jewish population, is on the city's east side.Green Bay is also home to the Milo C. Huempfner VA Outpatient Clinic, and Bellin Psychiatric Center and Willow Creek Behavioral Health, the city's two psychiatric hospitals.Green Bay is known as the ""Toilet Paper Capital of the World"" because of the prevalence of the paper industry in the city.Green Bay has one enclosed shopping mall, East Town Mall, located within the city."
296,Wichita Falls,Texas,104576,104553,+0.02%,72.2 sq mi,187.0 km2,1450/sq mi,560/km2,335424,983133,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US4879000,"Other public high schools are Wichita Falls High School and S. H. Rider High School (Wichita Falls ISD) and City View High School (City View ISD).The Fort Worth & Denver City Railway arrived in September 1882, the same year the city became the county seat of Wichita County.City Mayor Glenn Barham explained, ""This reuse system will put five million gallons [of water] back in the distribution system each day.After nearly 100 years of visitors wanting to visit the nonexistent falls, the city built an artificial waterfall beside the river in Lucy Park.The Wichita Falls City Council has six members: District 1-Stephen Santellana, District 2-DeAndra Chenault, District 3-Jeff Browning, District 4-Tim Ingle, District 5-Tom Quintero, and Councilor-at-Large-Michael Smith.In addition, an off-leash dog park is within Lake Wichita Park and a skatepark adjacent to the city's softball complex.The city is home to the Newby-McMahon Building (otherwise known as the ""world's littlest skyscraper""), constructed downtown in 1919 and featured in Robert Ripley's Ripley's Believe It or Not!."
297,Sparks,Nevada,104246,90264,+15.49%,35.9 sq mi,93.0 km2,2810/sq mi,1080/km2,393316,1194408,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US3268400,"The most snow in one year was 21.0 inches (530 mm) in 2008 and the most snow in one month was 19.6 inches (500 mm) in February 1990.The most precipitation in one month was 3.81 inches (97 mm) in December 2005, including the most precipitation in 24 hours (1.61 inches (41 mm)) on December 31.This project will also offer more direct freeway system and inter-valley connections to and from Sun Valley, another major population center of the Reno/Sparks metropolitan statistical area.The wettest year was 1998 with 15.07 inches (383 mm) and the driest was 1990 with 4.65 inches (118 mm).Schools located within the city include Edward C. Reed High School and Sparks High School.The city of Sparks is connected directly to south Reno by a massive road construction project known as the Southeast Connector.About 10.9% of families and 13.4% of the population were below the poverty line, including 21.2% of those under age 18 and 9.4% of those age 65 or over."
298,Lakewood,New Jersey,104157,92843,+12.19%,24.7 sq mi,64.0 km2,4079/sq mi,1575/km2,400438,741201,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US3438550,"The township borders the municipalities of Brick Township, Jackson Township, and Toms River Township in Ocean County; and Howell Township in Monmouth County.The large Orthodox population, which comprises more than half the township's population, wields considerable political clout in the township as a voting bloc.The North Branch of the Metedeconk River forms the northern boundary and part of the eastern boundary of the township, while the South Branch runs through the township.The Township Committee controls all legislative powers of the Township except for health matters, which are controlled by the Board of Health.Lakewood Township is served by the Lakewood Police Department (LPD), which provides police protection for the township.Among the township's 2010 Census population, 40.8% (vs. 63.2% in Ocean County) were registered to vote, including 70.2% of those ages 18 and over (vs. 82.6% countywide).The largest fire in township history occurred on April 20, 1940, when a forest fire destroyed over 50 structures and burned down most of the southern half of town."
299,Burbank,California,103695,103340,+0.34%,17.4 sq mi,45.1 km2,6003/sq mi,2318/km2,341124,1181935,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US0608954,"The city manager's budget message in 2016-17 identified Burbank's aging infrastructure as one of the top priorities of city officials but also one of its biggest financial challenges.Originally, the City Hall building housed all city services, including the police and fire departments, an emergency medical ward, a courthouse and a jail.The airport, located in the northwestern corner of the city, is the source of most street traffic in the city.According to the city's 2016 Burbank Community Profile, the top employers in the city are: The revitalized downtown Burbank provides an urban mix of shopping, dining, and entertainment.At one time, Lockheed paid utility rates representing 25% of the city's total utilities revenue, making Lockheed the city's cash cow.In 1914, the Oak Crest studio ranch and Hollywood studio operation would move to the new Universal City located on the Lankershim Land and Water property.Flad worked his way up in the city government after serving 23 years as a city employee."
300,Rialto,California,103440,99171,+4.30%,22.3 sq mi,57.8 km2,4633/sq mi,1789/km2,340642,1172318,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US0660466,"64,148 people (64.7% of the population) lived in owner-occupied housing units and 34,576 people (34.9%) lived in rental housing units.Rialto, also known as ""Bridge City,"" features a somewhat cooler version of a Mediterranean climate, which is known for wet, cool to chilly winters with hot, dry summers.The median income for a household in the city is $41,254, and the median income for a family is $42,638.Out of the total population, 21.7% of those under the age of 18 and 9.7% of those 65 and older are living below the poverty line.The Census reported that 98,724 people (99.5% of the population) lived in households, 254 (0.3%) lived in non-institutionalized group quarters, and 193 (0.2%) were institutionalized.According to the 2010 U.S. Census, Rialto had a median household income of $49,428, with 19.2% of the population living below the federal poverty line.13.4% of all households are made up of individuals and 5.4% have someone living alone who is 65 years of age or older."
301,Allen,Texas,103383,84246,+22.72%,27.1 sq mi,70.2 km2,3715/sq mi,1434/km2,330559,963947,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US4801924,"According to the City of Allen, the city has a total area of 27.1 square miles (70 km2).The Allen Independent School District has 18 elementary schools, 3 middle schools, 1 freshman center, 1 alternative education center, and 1 high school (Allen High School).The median income for a household in the city in 2007 was $93,392, and the median income for a family was $100,736.In the fall of 2006, new 9th grade high school students in the Lovejoy ISD boundaries began attending the newly opened Lovejoy High School.None of the area is covered with water except the small ponds scattered throughout the city.As of the 2010 United States Census, the city had a total population of 84,246.The school became a full 4-year high school in the 2009–10 school year."
302,El Cajon,California,103241,99478,+3.78%,14.5 sq mi,37.6 km2,7156/sq mi,2763/km2,324806,1165737,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US0621712,"According to the City's 2014 Comprehensive Annual Financial Report, the top employers in the city are: Cajon Valley Union School District operates public elementary and middle schools.The median income for a household in the city was $35,566, and the median income for a family was $40,045.In June 2012 the voters adopted a city charter, changing its status to chartered city.The annual average precipitation at El Cajon is 19 inches (480 mm), nearly twice the average of San Diego, and similar to Pasadena and the San Francisco Bay Area.In 2017 a spokesperson for the city of El Cajon estimated that 15,000 to 20,000 Chaldean Catholics live in the city.The wettest year was 1941 with 28.14 inches (715 mm) and the dryest year was 1989 with 1.51 inches (38 mm).The wettest month of the year is December with an average rainfall of 3.80 inches (97 mm)."
303,Las Cruces,New Mexico,102926,97618,+5.44%,76.9 sq mi,199.2 km2,1323/sq mi,511/km2,321935,1064723,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US3539380,"Las Cruces is a charter city (also called a home rule city) and has a council-manager form of government.The channel also televises City Beat, a monthly news magazine, hosted by Jennifer Martinez, with information directly related to the City of Las Cruces.However, the historic downtown of the city is the area around Main Street, a six-block stretch of which was closed off in 1973 to form a pedestrianized shopping area.:Article II The mayor is elected at-large, and each of the city councilors represents one neighborhood district within the city.The area features trails through restored wetlands and serves as a major refuge for migratory birds and a key recreational area for the city.It is the principal city of a metropolitan statistical area which encompasses all of Doña Ana County and is part of the larger El Paso–Las Cruces combined statistical area.The Organ Mountains, 10 miles (16 km) to the east, are dominant in the city's landscape, along with the Doña Ana Mountains, Robledo Mountains, and Picacho Peak."
304,Renton,Washington,102153,90927,+12.35%,23.4 sq mi,60.6 km2,4314/sq mi,1666/km2,472834,1221131,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US5357745,"Paccar has traditionally been a large employer in the city as well with its Kenworth Truck plant located in Renton's industrial area on the south end of Lake Washington.Renton was incorporated as a city on September 6, 1901, when coal mining and timber processing were the most important economic industries in the area.[citation needed] Renton is bordered to the north by the city of Newcastle, Washington.Along the east side of Renton is the border of the Urban Growth Boundary established by King County, as such there is no incorporated city directly east of Renton.The western border consists of the city of Tukwila, Washington, and finally the unincorporated King County community West Hill and Lake Washington to the northwest.[citation needed] Centered on former Boeing Co. property near the south shore of Lake Washington is a 68 acres (280,000 m2) development named The Landing.Some retail establishments were unwanted though, and the city successfully defended zoning restrictions on pornographic theaters before the U.S. Supreme Court in Renton v. Playtime Theatres, Inc."
305,Davenport,Iowa,102085,99685,+2.41%,62.9 sq mi,162.9 km2,1631/sq mi,630/km2,413315,903614,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DP/DPDP1/1600000US1919000,"For air travel, Davenport Municipal Airport – located adjacent to the city's northern city limits – serves smaller aircraft, and is the home of the annual Quad City Airshow.After a few years the city purchased the Davenport City Lines and placed the operation of public transportation under the jurisdiction of the City's Department of Municipal Transportation.The charter was amended again in 1851 to expand the city area, provide greater detail of the duties of the mayor, city council, and other officials.Sioux City, the next city smaller than Davenport in population, has a density of 5 people more per square mile.Changes include having six alderman replace the five trustees, dividing the city into three wards, and appointing a city clerk position to replace the recorder.The TaxSlayer Center in Moline is home the Quad City Steamwheelers indoor football team and the Quad City Storm hockey team.The city council's job is to make laws and set the city budget."
